,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,603590.SH,20250725,57.88,58.5,56.0,57.59,57.92,-0.33,-0.5698,72562.37,415142.814
1,603590.SH,20250724,58.99,60.68,54.62,57.92,59.27,-1.35,-2.2777,113739.0,647489.04
2,603590.SH,20250723,62.23,63.5,58.39,59.27,61.98,-2.71,-4.3724,106640.79,647353.107
3,603590.SH,20250722,56.59,63.8,56.4,61.98,58.0,3.98,6.8621,109451.41,670708.227
4,603590.SH,20250721,54.0,59.9,53.61,58.0,54.75,3.25,5.9361,122217.15,695934.65
5,603590.SH,20250718,49.02,55.02,47.4,54.75,50.02,4.73,9.4562,135791.07,700607.215
6,603590.SH,20250717,48.95,50.98,47.88,50.02,49.49,0.53,1.0709,107615.35,533681.575
7,603590.SH,20250716,49.6,50.0,47.3,49.49,50.1,-0.61,-1.2176,111254.58,542175.895
8,603590.SH,20250715,50.0,51.36,47.1,50.1,48.3,1.8,3.7267,175549.96,863512.744
9,603590.SH,20250714,45.0,48.3,45.0,48.3,43.91,4.39,9.9977,47023.67,223440.751
10,603590.SH,20250711,41.8,44.75,41.47,43.91,40.68,3.23,7.94,162999.59,714742.851
11,603590.SH,20250710,38.29,40.68,38.29,40.68,36.98,3.7,10.0054,72203.59,292648.724
12,603590.SH,20250709,34.6,38.17,34.07,36.98,34.7,2.28,6.5706,57214.97,210493.369
13,603590.SH,20250708,34.01,35.45,33.73,34.7,34.09,0.61,1.7894,27019.0,94056.353
14,603590.SH,20250707,34.5,37.09,33.96,34.09,34.5,-0.41,-1.1884,35293.0,123222.835
15,603590.SH,20250704,33.46,34.54,32.7,34.5,33.27,1.23,3.697,39370.94,132664.762
16,603590.SH,20250703,32.2,33.66,32.05,33.27,31.99,1.28,4.0013,27199.0,89843.639
17,603590.SH,20250702,32.21,33.14,31.54,31.99,32.7,-0.71,-2.1713,17138.85,55046.56
18,603590.SH,20250701,31.3,32.74,31.09,32.7,31.44,1.26,4.0076,25661.23,82290.76
19,603590.SH,20250630,31.43,31.71,30.34,31.44,31.58,-0.14,-0.4433,30516.84,94444.377
20,603590.SH,20250627,31.68,31.92,31.43,31.58,31.74,-0.16,-0.5041,11917.24,37707.229
21,603590.SH,20250626,32.33,32.41,30.71,31.74,32.15,-0.41,-1.2753,24577.8,77522.391
22,603590.SH,20250625,30.43,32.31,30.22,32.15,30.4,1.75,5.7566,40159.1,126836.266
23,603590.SH,20250624,29.87,30.43,29.8,30.4,29.96,0.44,1.4686,15723.3,47424.553
24,603590.SH,20250623,29.42,30.29,29.17,29.96,29.58,0.38,1.2847,19135.35,56896.141
25,603590.SH,20250620,29.99,30.38,29.52,29.58,30.11,-0.53,-1.7602,13406.28,39897.625
26,603590.SH,20250619,30.8,31.54,29.82,30.11,30.89,-0.78,-2.5251,23815.3,72455.387
27,603590.SH,20250618,30.2,31.09,29.59,30.89,30.25,0.64,2.1157,30257.0,92290.861
28,603590.SH,20250617,31.99,32.13,30.0,30.25,31.7,-1.45,-4.5741,30723.0,94702.767
29,603590.SH,20250616,32.4,32.49,31.56,31.7,32.42,-0.72,-2.2209,27776.0,88507.931
30,603590.SH,20250613,33.5,34.3,32.1,32.42,33.77,-1.35,-3.9976,31257.85,102434.388
31,603590.SH,20250612,33.41,34.45,33.2,33.77,33.35,0.42,1.2594,26134.0,88172.636
32,603590.SH,20250611,33.92,34.0,32.83,33.35,33.95,-0.6,-1.7673,30010.23,99842.615
33,603590.SH,20250610,32.69,34.95,32.6,33.95,32.85,1.1,3.3486,62706.5,212176.628
34,603590.SH,20250609,30.94,33.77,30.74,32.85,30.7,2.15,7.0033,65584.01,216123.113
35,603590.SH,20250606,31.87,32.29,31.16,31.3,31.96,-0.66,-2.0651,15127.0,47721.015
36,603590.SH,20250605,32.9,33.0,31.61,31.96,32.76,-0.8,-2.442,20265.02,64806.033
37,603590.SH,20250604,31.97,32.85,31.63,32.76,31.75,1.01,3.1811,29083.41,93739.987
38,603590.SH,20250603,31.03,32.0,30.75,31.75,31.03,0.72,2.3203,24171.19,76102.512
