0.82207, 0.91181, 0.88563, 0.78018, 0.64716, 0.34371, 0.28306, 0.21141,
0.12154, 0.29302, 0.22339, 0.22462, 0.27513, 0.34526, 0.67971, 0.78513,
0.96414, 0.72911, 0.99316, 0.72118, 0.90557, 0.98607, 0.97830, 0.99482,
0.90314, 0.81709, 0.78892, 0.97319, 0.85119, 0.97191, 0.95411, 0.77910,
0.94057, 0.85219, 0.74819, 0.77670, 0.92516, 0.81305, 0.89440, 0.99203,
0.90738, 0.92462, 0.80315, 0.84917, 0.90086, 0.92315, 0.95209, 0.75834,
0.85714, 0.87705, 0.90861, 0.99800, 0.92937, 0.94992, 0.95415, 0.80607,
0.74714, 0.57816, 0.45904, 0.20015, 0.40513, 0.33001, 0.31080, 0.48717,
0.47804, 0.37440, 0.47512, 0.83704, 0.86181, 0.91310, 0.95617, 0.89380,
0.82806, 0.94039, 0.87272, 0.83816, 0.84008, 0.89939, 0.84411, 0.81000,
0.99011, 0.96313, 0.92217, 0.98695, 0.86019, 0.89611, 0.78535, 0.90501,
0.84695, 0.76907, 0.75012, 0.80708, 0.99553, 0.92816, 0.85408, 0.75511,
0.84903, 0.86049, 0.90896, 0.93005, 0.78911, 0.87970, 0.87407, 0.89584,
0.72744, 0.93719, 0.99708, 0.98574, 0.71213, 0.87604, 0.63951, 0.41114,
0.33511, 0.62804, 0.76412, 0.83806, 0.89201, 0.76607, 0.69031, 0.74122,
0.90710, 0.82508, 0.92335, 0.82016, 0.93010, 0.70905, 0.97007, 0.97330,
0.93342, 0.90312, 0.71007, 0.77288, 0.70218, 0.85610, 0.81241, 0.96814,
0.83115, 0.73826, 0.80018, 0.85418, 0.92785, 0.84904, 0.92431, 0.85562,
0.73315, 0.83513, 0.99081, 0.85911, 0.85003, 0.74042, 0.88107, 0.88331,
0.96182, 0.70418, 0.76310, 0.88834, 0.88914, 0.95611, 0.96571, 0.77516,
0.86113, 0.97331, 0.85811, 0.50706, 0.34809, 0.67700, 0.87130, 0.70532,
0.79114, 0.83306, 0.97954, 0.95115, 0.95406, 0.82191, 0.82111, 0.91419,
0.87574, 0.74416, 0.94401, 0.88851, 0.98307, 0.78332, 0.75212, 0.73018,
0.75307, 0.79162, 0.68410, 0.78811, 0.86681, 0.93210, 0.72815, 0.91114,
0.70804, 0.96330, 0.99042, 0.72808, 0.81090, 0.71277, 0.97007, 0.71232,
0.79532, 0.84711, 0.72302, 0.71808, 0.58915, 0.73617, 0.93671, 0.88812,
0.81519, 0.89850, 0.89013, 0.86400, 0.99403, 0.86500, 0.90533, 0.68092,
0.42715, 0.20502, 0.76299, 0.82819, 0.79808, 0.73171, 0.85610, 0.75316,
0.75575, 0.79416, 0.87912, 0.84785, 0.80206, 0.97898, 0.91277, 0.95016,
0.83301, 0.76433, 0.86912, 0.74708, 0.90021, 0.81303, 0.70348, 0.48364,
0.73404, 0.98033, 0.81092, 0.99900, 0.78097, 0.85688, 0.84317, 0.77518,
0.91027, 0.97317, 0.82112, 0.93376, 0.82504, 0.75330, 0.74442, 0.92417,
0.57317, 0.40199, 0.65316, 0.91608, 0.89831, 0.94203, 0.83036, 0.83972,
0.97713, 0.83118, 0.99841, 0.86015, 0.86211, 0.34840, 0.26012, 0.52601,
0.63798, 0.61012, 0.83926, 0.72631, 0.87604, 0.77038, 0.77332, 0.71013,
0.94413, 0.77080, 0.88611, 0.86900, 0.84431, 0.97918, 0.90907, 0.81541,
0.84816, 0.70808, 0.77460, 0.56304, 0.42838, 0.65882, 0.84813, 0.85711,
0.99818, 0.74911, 0.76607, 0.84731, 0.85811, 0.76612, 0.97714, 0.91614,
0.84029, 0.72221, 0.99600, 0.87630, 0.88572, 0.53713, 0.46507, 0.67608,
0.83018, 0.90300, 0.80685, 0.85610, 0.73918, 0.88586, 0.81519, 0.78218,
0.84876, 0.85614, 0.74405, 0.29138, 0.23310, 0.36002, 0.38901, 0.36906,
0.43135, 0.40542, 0.21012, 0.44212, 0.80885, 0.78919, 0.95913, 0.82302,
0.94303, 0.96494, 0.92897, 0.88701, 0.88393, 0.87689, 0.81713, 0.65306,
0.65671, 0.35305, 0.60237, 0.72812, 0.86017, 0.70510, 0.76386, 0.91014,
0.74817, 0.86431, 0.71401, 0.89130, 0.95682, 0.94317, 0.73617, 0.88955,
0.70600, 0.70690, 0.41667, 0.38519, 0.75023, 0.75661, 0.61409, 0.80738,
0.87222, 0.94400, 0.76032, 0.85674, 0.99214, 0.83905, 0.75018, 0.85218,
0.51016, 0.55331, 0.52819, 0.42217, 0.39951, 0.44018, 0.53502, 0.49727,
0.59309, 0.71537, 0.80442, 0.70000, 0.75494, 0.85337, 0.98216, 0.91611,
0.97716, 0.62208, 0.46732, 0.32602, 0.31113, 0.43402, 0.13973, 0.41716,
0.45919, 0.52064, 0.48800, 0.71990, 0.90917, 0.81313, 0.84715, 0.96320,
0.82812, 0.94405, 0.84360, 0.64318, 0.42613, 0.45732, 0.42705, 0.44690,
0.36467, 0.36209, 0.33133, 0.49184, 0.53304, 0.77645, 0.85344, 0.81206,
0.91237, 0.79312, 0.72718, 0.85817, 0.77735, 0.79110, 0.88119, 0.74961,
0.79802, 0.66338, 0.63142, 0.86214, 0.70718, 0.73016, 0.90818, 0.72103,
0.97594, 0.90912, 0.94900, 0.94281, 0.92006, 0.79137, 0.86842, 0.66215,
0.58812, 0.58324, 0.31613, 0.23603, 0.68381, 0.62110, 0.62812, 0.69175,
